Mouse gene name	Gene name	Gene stable ID
	OTX2P2	ENSG00000227134
		ENSG00000305139
Dpy19l3	DPY19L3	ENSG00000178904
		ENSG00000305202
	PABPC1P2	ENSG00000198526
		ENSG00000287678
		ENSG00000287426
Adgra1	ADGRA1	ENSG00000197177
	LINC01911	ENSG00000231040
	LINC01624	ENSG00000227508
	PHLDA1-DT	ENSG00000257839
		ENSG00000305873
		ENSG00000305892
		ENSG00000306026
		ENSG00000258294
		ENSG00000305217
		ENSG00000304501
		ENSG00000271820
		ENSG00000288851
		ENSG00000305245
		ENSG00000305252
	ADGB-DT	ENSG00000237468
		ENSG00000258084
		ENSG00000232529
		ENSG00000304507
		ENSG00000271583
		ENSG00000304602
		ENSG00000305262
		ENSG00000287847
Gm26181	RNU6-692P	ENSG00000207225
	Y_RNA	ENSG00000207161
Gm24207	RNU6-715P	ENSG00000202074
Gm24263	RNU6-715P	ENSG00000202074
	RNA5SP106	ENSG00000253083
		ENSG00000257207
Dpys	DPYS	ENSG00000147647
	LINC02424	ENSG00000258220
		ENSG00000305275
		ENSG00000305281
	ACER3-AS1	ENSG00000254988
	LINC02387	ENSG00000256232
		ENSG00000226149
Lims1	LIMS4	ENSG00000256671
	GRM5P1	ENSG00000290401
Slc24a2	SLC24A2	ENSG00000155886
		ENSG00000287537
	PRKAB1-AS1	ENSG00000248636
Dmbt1	DMBT1	ENSG00000187908
		ENSG00000306129
	PRPS1P1	ENSG00000226847
		ENSG00000306132
	CYP2C56P	ENSG00000229641
	FZD10-AS1	ENSG00000250208
Ctla4	CTLA4	ENSG00000163599
		ENSG00000305289
Adrm1b	ADRM1	ENSG00000130706
Adrm1	ADRM1	ENSG00000130706
		ENSG00000305295
		ENSG00000286674
		ENSG00000304624
		ENSG00000258172
		ENSG00000288718
		ENSG00000304646
	ZFAND3-DT	ENSG00000225945
	LINC00173	ENSG00000196668
Lsamp	LSAMP	ENSG00000185565
		ENSG00000289908
	DENND2B-AS1	ENSG00000255159
		ENSG00000304737
		ENSG00000305304
		ENSG00000305307
Abcb7	ABCB7	ENSG00000131269
		ENSG00000291286
		ENSG00000306195
		ENSG00000306216
		ENSG00000306222
		ENSG00000304743
		ENSG00000304748
		ENSG00000304830
Gm56091	RNU6-542P	ENSG00000252214
		ENSG00000304840
		ENSG00000213486
		ENSG00000304856
		ENSG00000305318
		ENSG00000254573
	TBX18-AS1	ENSG00000228290
	RPS24P7	ENSG00000227361
		ENSG00000277498
		ENSG00000236498
		ENSG00000289174
	Y_RNA	ENSG00000278523
		ENSG00000304880
	RN7SL815P	ENSG00000243359
		ENSG00000289247
		ENSG00000274732
	RNU5E-8P	ENSG00000200372
		ENSG00000304945
	PTMAP8	ENSG00000243014
Il36g	IL36G	ENSG00000136688
Gm23932	RNU6-1200P	ENSG00000206889
		ENSG00000289976
LINC03051	LINC03051	ENSG00000239268
Tmem205	TMEM205	ENSG00000105518
		ENSG00000305012
	DRG1P2	ENSG00000240393
		ENSG00000287232
		ENSG00000291241
		ENSG00000305040
	KLRK1-AS1	ENSG00000245648
		ENSG00000305332
		ENSG00000254878
	LINC02540	ENSG00000236635
Ttc39b	TTC39B	ENSG00000155158
		ENSG00000255395
		ENSG00000305340
	HMGN2P23	ENSG00000236124
	POLR2DP1	ENSG00000232090
		ENSG00000305347
		ENSG00000305052
	RNPC3P1	ENSG00000271034
Il36a	IL36A	ENSG00000136694
		ENSG00000305352
		ENSG00000305064
Vhl	VHL	ENSG00000134086
		ENSG00000305065
		ENSG00000287761
		ENSG00000305361
		ENSG00000305085
		ENSG00000305090
Il1f10	IL1F10	ENSG00000136697
		ENSG00000305375
		ENSG00000305393
		ENSG00000228365
		ENSG00000297947
		ENSG00000305094
		ENSG00000297919
		ENSG00000305412
		ENSG00000305437
		ENSG00000305106
		ENSG00000305464
		ENSG00000254721
	LINC00602	ENSG00000281832
		ENSG00000305472
Gm26468	RNU6-1180P	ENSG00000201805
Gm23275	RNU6-1180P	ENSG00000201805
		ENSG00000286417
	SDHAP3	ENSG00000291079
Il1rn	IL1RN	ENSG00000136689
A430005L14Rik	C1orf174	ENSG00000198912
		ENSG00000274859
	PACRG-AS1	ENSG00000281692
	LINC03141	ENSG00000256969
		ENSG00000287086
		ENSG00000305140
		ENSG00000239311
		ENSG00000293242
	ATP6V0CP2	ENSG00000244142
	NECTIN2P1	ENSG00000240787
Medag	MEDAG	ENSG00000102802
	NT5C3AP2	ENSG00000244720
		ENSG00000257548
	PLCXD2-AS1	ENSG00000240766
		ENSG00000305504
		ENSG00000305207
	ACVR2B-AS1	ENSG00000229589
	TPBGL-AS1	ENSG00000255136
	KRT73-AS1	ENSG00000257495
		ENSG00000305542
	THOC7-AS1	ENSG00000240549
	PSMD6-AS2	ENSG00000239653
	PSMD6-AS1	ENSG00000243410
		ENSG00000272181
Lim2	LIM2	ENSG00000105370
	SCAANT1	ENSG00000280620
	LINC01149	ENSG00000230174
		ENSG00000257004
	THRAP3P1	ENSG00000227339
	HMGN2P13	ENSG00000241810
	LINC02714	ENSG00000251226
		ENSG00000305642
	KIAA1328P1	ENSG00000241671
		ENSG00000256256
		ENSG00000261071
Fhod3	FHOD3	ENSG00000134775
Rap2b	RAP2B	ENSG00000181467
		ENSG00000305716
Commd6	COMMD6	ENSG00000188243
		ENSG00000260460
		ENSG00000306424
		ENSG00000305781
	BCAN-AS1	ENSG00000272068
Rrp7a	RRP7A	ENSG00000189306
		ENSG00000237588
		ENSG00000287624
	MIR4421	ENSG00000265538
	MIR6500	ENSG00000275816
	RN7SL300P	ENSG00000265813
		ENSG00000290597
	Y_RNA	ENSG00000200262
	LINC03109	ENSG00000241220
	CFL1P2	ENSG00000213478
		ENSG00000233406
		ENSG00000232027
	RNU6-877P	ENSG00000206595
	RNU6-1281P	ENSG00000252032
		ENSG00000285268
	TUBB8P11	ENSG00000234711
		ENSG00000283040
		ENSG00000255031
	LINC02877	ENSG00000237787
Rnf223	RNF223	ENSG00000237330
		ENSG00000306428
	RNU6-901P	ENSG00000207323
		ENSG00000305344
Ccr4	CCR4	ENSG00000183813
		ENSG00000305456
	BCDIN3D-AS1	ENSG00000258057
	LINC01342	ENSG00000223823
		ENSG00000305470
Gipc3	GIPC3	ENSG00000179855
	LINC02718	ENSG00000255418
		ENSG00000272141
		ENSG00000305787
	RN7SL653P	ENSG00000239794
	MFSD14A-AS1	ENSG00000241073
		ENSG00000305792
Sass6	SASS6	ENSG00000156876
		ENSG00000305795
		ENSG00000286324
Il36rn	IL36RN	ENSG00000136695
		ENSG00000305799
Glb1	GLB1	ENSG00000170266
		ENSG00000305476
Tmem65	TMEM65	ENSG00000164983
		ENSG00000289399
		ENSG00000305515
	LINC02690	ENSG00000255226
	LINC02384	ENSG00000251301
		ENSG00000305809
		ENSG00000305811
		ENSG00000305815
		ENSG00000236347
Zfp961	ZNF44	ENSG00000197857
Tln1	TLN1	ENSG00000137076
		ENSG00000288916
		ENSG00000227227
		ENSG00000226952
	RPL23AP90	ENSG00000271415
	SCYGR9	ENSG00000285843
	BRI3P1	ENSG00000225169
Arnt2	ARNT2	ENSG00000172379
		ENSG00000230287
	MIR553	ENSG00000207750
	LINC02716	ENSG00000205106
		ENSG00000305894
Supt20	SUPT20H	ENSG00000102710
		ENSG00000285644
Rtkn	RTKN	ENSG00000114993
		ENSG00000305905
	LINC02525	ENSG00000230269
		ENSG00000305648
	CCDC90B-AS1	ENSG00000255234
		ENSG00000305953
		ENSG00000233981
		ENSG00000306002
Pmp2	PMP2	ENSG00000147588
		ENSG00000306008
		ENSG00000289368
	LINC02710	ENSG00000255269
Etnppl	ETNPPL	ENSG00000164089
Brdt	BRDT	ENSG00000137948
Smdt1	SMDT1	ENSG00000183172
Zfp82	ZFP82	ENSG00000181007
		ENSG00000256195
Abra	ABRA	ENSG00000174429
		ENSG00000306030
		ENSG00000305680
		ENSG00000306038
		ENSG00000254639
		ENSG00000235743
Fam83a	FAM83A	ENSG00000147689
		ENSG00000305694
	MAP3K5-AS1	ENSG00000234263
		ENSG00000289990
	PDGFDDN	ENSG00000254987
		ENSG00000306063
		ENSG00000306067
		ENSG00000306087
Zfp428	ZNF428	ENSG00000131116
Vapb	VAPB	ENSG00000124164
		ENSG00000306090
Abhd4	ABHD4	ENSG00000100439
		ENSG00000306154
		ENSG00000305764
	LINC01495	ENSG00000255323
		ENSG00000289372
Ess2	ESS2	ENSG00000100056
		ENSG00000306180
		ENSG00000306196
		ENSG00000306207
		ENSG00000305779
		ENSG00000306225
		ENSG00000305788
	SEC13P1	ENSG00000223899
	SUMO2P10	ENSG00000235424
		ENSG00000305794
Tmppe	TMPPE	ENSG00000188167
		ENSG00000305797
		ENSG00000305810
		ENSG00000255357
		ENSG00000306243
	RN7SL296P	ENSG00000275090
Zdhhc19	ZDHHC19	ENSG00000163958
		ENSG00000306246
		ENSG00000306266
		ENSG00000305853
		ENSG00000286023
	CAHM	ENSG00000270419
Klf10	KLF10	ENSG00000155090
		ENSG00000290402
		ENSG00000287545
	CHMP4A	ENSG00000254505
	PHF5AP5	ENSG00000238259
Ifih1	IFIH1	ENSG00000115267
Nccrp1	NCCRP1	ENSG00000188505
		ENSG00000305922
		ENSG00000305923
		ENSG00000306508
		ENSG00000306515
		ENSG00000306529
		ENSG00000256273
		ENSG00000306306
		ENSG00000306562
	NECTIN1-DT	ENSG00000254854
Cdh22	CDH22	ENSG00000149654
		ENSG00000306581
		ENSG00000306319
	Y_RNA	ENSG00000222335
Atf5	ATF5	ENSG00000169136
		ENSG00000306588
		ENSG00000272741
		ENSG00000306330
	GIHCG	ENSG00000257698
		ENSG00000229282
		ENSG00000228028
Rufy4	RUFY4	ENSG00000188282
		ENSG00000306344
		ENSG00000237418
		ENSG00000306351
	TM4SF19-DYNLT2B	ENSG00000273331
		ENSG00000289198
		ENSG00000286826
		ENSG00000271857
		ENSG00000236366
Tm4sf19	TM4SF19	ENSG00000145107
		ENSG00000306377
		ENSG00000228793
		ENSG00000306680
Rad54b	RAD54B	ENSG00000197275
	ATP2B1-AS1	ENSG00000271614
Ddhd1	DDHD1	ENSG00000100523
Tmem250	TMEM250	ENSG00000238227
Gm23864	RNU6-910P	ENSG00000212146
Gm24261	RNU6-1279P	ENSG00000206644
Myl9	MYL9	ENSG00000101335
	RN7SL434P	ENSG00000241868
	RN7SL738P	ENSG00000243339
	ZDHHC1P1	ENSG00000226345
	HMGB1P4	ENSG00000214821
	UBXN7-AS1	ENSG00000225822
		ENSG00000275414
		ENSG00000225240
	LINC01124	ENSG00000222033
		ENSG00000273013
Sp5	SP5	ENSG00000204335
		ENSG00000270321
	ZNF587	ENSG00000198466
	EIF2S2P4	ENSG00000128692
	Y_RNA	ENSG00000222509
		ENSG00000286611
Erich2	ERICH2	ENSG00000204334
Klf13	KLF13	ENSG00000169926
		ENSG00000293825
		ENSG00000293841
		ENSG00000293855
		ENSG00000293885
		ENSG00000287505
Rhpn2	RHPN2	ENSG00000131941
		ENSG00000275765
Pick1	PICK1	ENSG00000100151
Ptar1	PTAR1	ENSG00000188647
		ENSG00000293934
	LINC02000	ENSG00000243832
Aqp9	AQP9	ENSG00000103569
		ENSG00000306391
		ENSG00000287938
		ENSG00000306392
		ENSG00000293973
		ENSG00000306399
	LNC-RHL1	ENSG00000236267
		ENSG00000293978
		ENSG00000306409
Zfp185	ZNF185	ENSG00000147394
		ENSG00000294040
		ENSG00000306412
Gab1	GAB1	ENSG00000109458
		ENSG00000294078
		ENSG00000305975
		ENSG00000306421
		ENSG00000294089
		ENSG00000305982
	SF1-DT	ENSG00000269038
		ENSG00000287559
	CADM1-AS1	ENSG00000256315
		ENSG00000306444
	LINC01471	ENSG00000239921
		ENSG00000288812
		ENSG00000254566
		ENSG00000275846
		ENSG00000306088
		ENSG00000306110
	LINC02840	ENSG00000224893
	SLC2A4RG	ENSG00000125520
		ENSG00000286521
		ENSG00000257703
	RNA5SP84	ENSG00000201610
	MIR4429	ENSG00000264010
	RNU2-13P	ENSG00000251718
	5S_rRNA	ENSG00000285626
Rnf20	RNF20	ENSG00000155827
	LINC02151	ENSG00000236437
Gm23153	RN7SL674P	ENSG00000239899
Rn7s6	RN7SL674P	ENSG00000239899
	PROKR1	ENSG00000169618
		ENSG00000306141
	LINC01932	ENSG00000253315
		ENSG00000306159
		ENSG00000306177
Arhgap25	ARHGAP25	ENSG00000163219
		ENSG00000306465
		ENSG00000306194
		ENSG00000306479
	LINC02741	ENSG00000255388
	LINC02403	ENSG00000257541
		ENSG00000306754
		ENSG00000306482
		ENSG00000306771
	VNN3P	ENSG00000293493
Bst2	BST2	ENSG00000130303
		ENSG00000291113
	C12orf42-AS1	ENSG00000257860
		ENSG00000306211
Cyp1a2	CYP1A2	ENSG00000140505
		ENSG00000306215
		ENSG00000306231
		ENSG00000203325
		ENSG00000306239
	MIR5585	ENSG00000266203
		ENSG00000285842
	Metazoa_SRP	ENSG00000276493
	MIR4300HG	ENSG00000245832
Kpna6	KPNA6	ENSG00000025800
		ENSG00000279134
Ncoa2	NCOA2	ENSG00000140396
	SLC38A4-AS1	ENSG00000257261
		ENSG00000306280
Klk5	KLK5	ENSG00000167754
		ENSG00000306283
		ENSG00000289169
		ENSG00000290957
		ENSG00000294103
		ENSG00000294106
		ENSG00000294113
	LINC01472	ENSG00000240562
		ENSG00000289324
		ENSG00000294121
		ENSG00000294122
Ibsp	IBSP	ENSG00000029559
		ENSG00000294139
	LINC01811	ENSG00000226320
		ENSG00000306299
Stox2	STOX2	ENSG00000173320
		ENSG00000306318
	FOLH1B	ENSG00000290503
		ENSG00000306494
		ENSG00000283994
		ENSG00000236356
	Y_RNA	ENSG00000200287
		ENSG00000306505
	GTDC1-AS1	ENSG00000232377
		ENSG00000237477
	LINC01160	ENSG00000231346
	MANEALP1	ENSG00000214070
	RPS28P5	ENSG00000224646
	TMEM256P2	ENSG00000226726
		ENSG00000272944
Snord21	SNORD21	ENSG00000206680
Gm26387	SNORA66	ENSG00000207523
	RPL23P5	ENSG00000230406
		ENSG00000207022
Cd40	CD40	ENSG00000101017
Gm23407	RNU6-970P	ENSG00000252121
	RN7SL692P	ENSG00000239710
		ENSG00000287797
Mstn	MSTN	ENSG00000138379
		ENSG00000306788
Rlbp1	RLBP1	ENSG00000140522
Lcorl	LCORL	ENSG00000178177
		ENSG00000306794
Gm26403	RNU6-210P	ENSG00000252752
Gm54777	RN7SKP123	ENSG00000222664
Gm54997	RN7SKP123	ENSG00000222664
Gm55664	RN7SKP123	ENSG00000222664
		ENSG00000306801
	Y_RNA	ENSG00000251837
		ENSG00000235432
		ENSG00000306564
		ENSG00000289980
	LINC02686	ENSG00000254594
	RNU7-200P	ENSG00000251914
	MIR1256	ENSG00000221808
		ENSG00000225096
	RPS15AP6	ENSG00000233072
		ENSG00000236073
	HSPE1P27	ENSG00000235112
	WTAPP1	ENSG00000293047
		ENSG00000306817
		ENSG00000306838
		ENSG00000287192
		ENSG00000306840
Tep1	TEP1	ENSG00000129566
		ENSG00000306846
		ENSG00000306858
	SLC4A8-AS1	ENSG00000271065
Wnk2	WNK2	ENSG00000165238
		ENSG00000306379
		ENSG00000306387
		ENSG00000286303
		ENSG00000306393
Polr1b	POLR1B	ENSG00000125630
Ece1	ECE1	ENSG00000117298
		ENSG00000306400
		ENSG00000286903
		ENSG00000307006
		ENSG00000307044
		ENSG00000255931
		ENSG00000307060
		ENSG00000307076
		ENSG00000257985
		ENSG00000307104
		ENSG00000286354
Lysmd2	LYSMD2	ENSG00000140280
Cd209g	CLEC4M	ENSG00000104938
Cd209f	CLEC4M	ENSG00000104938
		ENSG00000307169
Hspa4l	HSPA4L	ENSG00000164070
		ENSG00000306614
		ENSG00000307189
		ENSG00000276687
	LINC00942	ENSG00000249628
		ENSG00000306628
	LINC02386	ENSG00000257756
		ENSG00000306660
Comtd1	COMTD1	ENSG00000165644
		ENSG00000306682
		ENSG00000288070
		ENSG00000306704
Prkdc	PRKDC	ENSG00000253729
		ENSG00000306710
Zfp592	ZNF592	ENSG00000166716
		ENSG00000294156
		ENSG00000306719
		ENSG00000306728
		ENSG00000306751
		ENSG00000294157
		ENSG00000260273
	PRKAR2A-AS1	ENSG00000224424
		ENSG00000306437
	LINC02542	ENSG00000226453
	LINC02684	ENSG00000255512
		ENSG00000287245
		ENSG00000257262
		ENSG00000306553
		ENSG00000257239
		ENSG00000256226
		ENSG00000294160
		ENSG00000294179
		ENSG00000306604
		ENSG00000307270
		ENSG00000306629
		ENSG00000307281
		ENSG00000306642
		ENSG00000258108
		ENSG00000288907
Jag1	JAG1	ENSG00000101384
		ENSG00000306669
		ENSG00000306676
		ENSG00000257042
		ENSG00000306700
		ENSG00000306836
		ENSG00000294183
		ENSG00000306716
		ENSG00000257781
		ENSG00000289063
	LINC02226	ENSG00000245729
		ENSG00000294200
		ENSG00000306735
	LINC02442	ENSG00000256077
		ENSG00000227498
		ENSG00000294208
		ENSG00000307385
		ENSG00000306764
		ENSG00000307399
	LINC02539	ENSG00000234956
		ENSG00000307409
		ENSG00000307432
		ENSG00000224918
		ENSG00000307449
		ENSG00000293475
Mthfsl	MTHFS	ENSG00000136371
Mthfs	MTHFS	ENSG00000136371
		ENSG00000307468
		ENSG00000288717
Gucd1	GUCD1	ENSG00000138867
		ENSG00000307614
		ENSG00000306892
Tacc2	TACC2	ENSG00000138162
		ENSG00000289884
		ENSG00000307627
	LINC03004	ENSG00000230533
		ENSG00000307635
	OR2J3	ENSG00000233636
	LINC02395	ENSG00000257771
	RPS17P1	ENSG00000228840
Nkg7	NKG7	ENSG00000105374
	OR5V1	ENSG00000243441
		ENSG00000251426
	LINC01324	ENSG00000241767
		ENSG00000226109
	MICD	ENSG00000230745
	OR2G1P	ENSG00000231320
	OR14J1	ENSG00000234100
	WASF5P	ENSG00000234980
		ENSG00000250230
		ENSG00000306169
		ENSG00000224131
	PTMAP1	ENSG00000223851
		ENSG00000306150
	OR11A1	ENSG00000237258
		ENSG00000289462
Dll4	DLL4	ENSG00000128917
	RNA5SP187	ENSG00000207129
		ENSG00000307151
		ENSG00000310042
	LINC03003	ENSG00000225188
Atcay	ATCAY	ENSG00000167654
Slit2	SLIT2	ENSG00000145147
	LY6G6F	ENSG00000239741
		ENSG00000293463
	LINC03005	ENSG00000306913
		ENSG00000306931
		ENSG00000306842
		ENSG00000306948
		ENSG00000306851
		ENSG00000248484
		ENSG00000306953
		ENSG00000294298
		ENSG00000306972
		ENSG00000306865
		ENSG00000309280
		ENSG00000306991
		ENSG00000239767
		ENSG00000306922
		ENSG00000307014
		ENSG00000297787
		ENSG00000307068
		ENSG00000287348
	TMEM183AP1	ENSG00000224241
		ENSG00000286691
		ENSG00000298552
	PSORS1C1	ENSG00000231094
		ENSG00000294332
		ENSG00000306942
		ENSG00000288846
		ENSG00000306943
		ENSG00000294345
		ENSG00000306949
	RNY3P1	ENSG00000201955
	KIF9-AS1	ENSG00000227398
		ENSG00000249829
		ENSG00000261070
		ENSG00000206592
		ENSG00000250330
		ENSG00000306960
	RPS3AP20	ENSG00000213757
		ENSG00000306966
	RPL29P15	ENSG00000213755
	RPL7AP32	ENSG00000243160
	Y_RNA	ENSG00000207391
	Y_RNA	ENSG00000277818
		ENSG00000307095
		ENSG00000286882
		ENSG00000307100
	HLA-T	ENSG00000226727
		ENSG00000225752
	OR2W1	ENSG00000228652
		ENSG00000306973
		ENSG00000249476
		ENSG00000306978
		ENSG00000307105
	PPP1R11	ENSG00000236560
		ENSG00000307019
		ENSG00000299656
		ENSG00000248867
		ENSG00000307024
		ENSG00000307123
		ENSG00000307138
		ENSG00000251367
		ENSG00000248876
Zfp516	ZNF516	ENSG00000101493
	LINC01556	ENSG00000204709
	ECE1-AS1	ENSG00000231105
		ENSG00000248440
		ENSG00000309599
Gm54493	RNU4-57P	ENSG00000251789
Ap4e1	AP4E1	ENSG00000081014
Ccdc185	CCDC185	ENSG00000178395
		ENSG00000307551
		ENSG00000307153
		ENSG00000295419
		ENSG00000307179
		ENSG00000291115
		ENSG00000254990
		ENSG00000307217
	RNU1-74P	ENSG00000206835
	FILNC1	ENSG00000231426
	LINC02052	ENSG00000224406
Lrriq3	LRRIQ3	ENSG00000162620
		ENSG00000293110
		ENSG00000289970
		ENSG00000254298
		ENSG00000298634
	MIR5197	ENSG00000266478
		ENSG00000302178
		ENSG00000293852
	RPL7P4	ENSG00000226494
		ENSG00000225869
	TRIM31-AS1	ENSG00000237050
	HMHB1	ENSG00000158497
		ENSG00000237120
		ENSG00000307036
	RPL7AP7	ENSG00000233465
		ENSG00000307046
		ENSG00000253163
	LTB	ENSG00000223448
	PUS1-AS1	ENSG00000255992
Bid	BID	ENSG00000015475
		ENSG00000307057
		ENSG00000294449
		ENSG00000307098
Odad3	ODAD3	ENSG00000198003
		ENSG00000309973
		ENSG00000307721
		ENSG00000294468
		ENSG00000309989
	LINC02396	ENSG00000258135
Ptrh1	PTRH1	ENSG00000187024
	Y_RNA	ENSG00000207383
		ENSG00000293420
		ENSG00000253652
		ENSG00000307133
Chchd5	CHCHD5	ENSG00000125611
		ENSG00000290043
	LINC01499	ENSG00000255171
		ENSG00000237324
		ENSG00000304292
		ENSG00000304320
		ENSG00000304201
		ENSG00000233894
	LINC02369	ENSG00000256551
	LRRC53	ENSG00000162621
Erich3	ERICH3	ENSG00000178965
Mbd2	MBD2	ENSG00000134046
	OR2B3	ENSG00000231319
	LINC01556	ENSG00000231041
	TMPOP1	ENSG00000233700
	SPATA31J1	ENSG00000204661
	PSMB9	ENSG00000239836
		ENSG00000307144
		ENSG00000294551
		ENSG00000307159
		ENSG00000287415
		ENSG00000243389
		ENSG00000228251
	HDAC11-AS1	ENSG00000244502
		ENSG00000244125
		ENSG00000307198
		ENSG00000294605
	UBE2V1P14	ENSG00000228134
		ENSG00000307272
		ENSG00000294622
	RRN3P4	ENSG00000229781
		ENSG00000304269
	SFXN4P1	ENSG00000270390
		ENSG00000307273
		ENSG00000294662
	MTCYBP11	ENSG00000224288
		ENSG00000250999
		ENSG00000307290
	MTND6P11	ENSG00000226839
	ZKSCAN7-AS1	ENSG00000236869
	MTND5P24	ENSG00000224852
	FAM99A	ENSG00000205866
	LINC02368	ENSG00000256659
	MTND4P22	ENSG00000232772
	MTND4LP12	ENSG00000236300
	MTND3P9	ENSG00000227557
	MTCO3P5	ENSG00000225476
		ENSG00000272864
		ENSG00000307347
	MTATP6P5	ENSG00000284167
		ENSG00000307348
	MTCO2P5	ENSG00000231766
		ENSG00000307349
		ENSG00000257284
		ENSG00000307806
		ENSG00000255126
		ENSG00000307256
	FPGT-TNNI3K	ENSG00000259030
		ENSG00000228655
		ENSG00000307268
		ENSG00000307368
		ENSG00000294689
		ENSG00000255260
	TMEM44-AS2	ENSG00000229334
	DTNBP1-AS1	ENSG00000287626
		ENSG00000307386
		ENSG00000307829
		ENSG00000294720
		ENSG00000307387
		ENSG00000307870
		ENSG00000287131
		ENSG00000307401
		ENSG00000307402
	RPSAP26	ENSG00000242735
	GALNT9-AS1	ENSG00000256943
		ENSG00000287912
		ENSG00000271657
	GABBR1	ENSG00000237051
	MIR5192	ENSG00000266097
	RN7SL297P	ENSG00000240183
Trmt10b	TRMT10B	ENSG00000165275
	RTRAFP1	ENSG00000225496
	SLC30A6P1	ENSG00000232277
	LINC01213	ENSG00000244541
		ENSG00000307274
		ENSG00000286904
		ENSG00000307422
Gm25280	RNU1-38P	ENSG00000199687
		ENSG00000307436
	MIR6071	ENSG00000278783
	LINC02829	ENSG00000229274
	MYG1P1	ENSG00000270846
		ENSG00000307451
	MIR4263	ENSG00000265321
		ENSG00000307915
	FAM133EP	ENSG00000270528
		ENSG00000307456
		ENSG00000277035
		ENSG00000307941
	ELP4-AS1	ENSG00000228061
		ENSG00000223522
		ENSG00000307952
		ENSG00000307962
Kcng2	KCNG2	ENSG00000178342
		ENSG00000257474
Pirb	LILRB3	ENSG00000204577
Lilra6	LILRB3	ENSG00000204577
Pira12	LILRB3	ENSG00000204577
Pira13	LILRB3	ENSG00000204577
Lilra5	LILRB3	ENSG00000204577
Pira1	LILRB3	ENSG00000204577
Pira2	LILRB3	ENSG00000204577
Plcb4	PLCB4	ENSG00000101333
	RPL23AP34	ENSG00000225991
		ENSG00000307282
		ENSG00000270640
		ENSG00000307289
Ajuba	AJUBA	ENSG00000129474
		ENSG00000270210
		ENSG00000307291
Smchd1	SMCHD1	ENSG00000101596
	LINC02828	ENSG00000224164
		ENSG00000307501
		ENSG00000307507
		ENSG00000254938
		ENSG00000304231
		ENSG00000307544
		ENSG00000294774
		ENSG00000289398
		ENSG00000307574
	MIR1229	ENSG00000221394
		ENSG00000301422
	LINC02420	ENSG00000256172
		ENSG00000307299
	LINC02008	ENSG00000239440
		ENSG00000272277
		ENSG00000307310
	PACRG-AS2	ENSG00000225437
		ENSG00000308034
Plb1	PLB1	ENSG00000163803
		ENSG00000308078
Mrnip	MRNIP	ENSG00000161010
		ENSG00000308130
		ENSG00000308137
		ENSG00000215022
		ENSG00000308169
	PGAM1P5	ENSG00000293270
		ENSG00000307372
		ENSG00000307582
		ENSG00000307393
		ENSG00000289093
		ENSG00000286805
		ENSG00000307600
		ENSG00000239381
		ENSG00000307601
		ENSG00000234147
	USP30-AS1	ENSG00000256262
	MIR210HG	ENSG00000247095
		ENSG00000308279
		ENSG00000308306
		ENSG00000308321
		ENSG00000308331
Ap5m1	AP5M1	ENSG00000053770
		ENSG00000308340
		ENSG00000308352
		ENSG00000308360
		ENSG00000258203
		ENSG00000307618
		ENSG00000289936
		ENSG00000285980
		ENSG00000241048
	LINC02456	ENSG00000283052
		ENSG00000307649
		ENSG00000294803
		ENSG00000307650
		ENSG00000294805
		ENSG00000307659
Pla2g4b	PLA2G4B	ENSG00000243708
		ENSG00000239922
		ENSG00000289124
		ENSG00000287136
		ENSG00000307667
		ENSG00000307677
		ENSG00000307686
	HDAC2-AS2	ENSG00000228624
	GLTC1	ENSG00000255306
		ENSG00000308430
		ENSG00000294823
		ENSG00000308434
		ENSG00000254943
		ENSG00000294826
		ENSG00000308441
		ENSG00000294831
		ENSG00000308457
		ENSG00000289605
		ENSG00000294838
		ENSG00000307763
	LINC01998	ENSG00000243321
		ENSG00000307802
		ENSG00000294860
		ENSG00000308495
		ENSG00000294861
		ENSG00000308498
		ENSG00000294866
		ENSG00000255038
		ENSG00000308501
		ENSG00000294886
		ENSG00000308505
		ENSG00000294889
		ENSG00000308514
		ENSG00000289435
		ENSG00000308522
		ENSG00000294894
		ENSG00000308532
		ENSG00000294919
		ENSG00000308548
		ENSG00000290762
		ENSG00000308551
		ENSG00000307980
		ENSG00000256596
		ENSG00000307987
		ENSG00000255451
	LINC02421	ENSG00000255970
	LINC02698	ENSG00000256717
		ENSG00000308049
		ENSG00000308619
		ENSG00000308641
	MAP6-AS1	ENSG00000255326
		ENSG00000308664
		ENSG00000289101
		ENSG00000294923
		ENSG00000294934
		ENSG00000294939
		ENSG00000308066
Thbs1	THBS1	ENSG00000137801
		ENSG00000308076
		ENSG00000294956
		ENSG00000308118
		ENSG00000294974
Socs4	SOCS4	ENSG00000180008
		ENSG00000294981
		ENSG00000294988
		ENSG00000255087
		ENSG00000295000
		ENSG00000295019
	BRWD1P1	ENSG00000215909
		ENSG00000308735
	RNA5SP41	ENSG00000222952
		ENSG00000237445
		ENSG00000253085
	RNA5S1	ENSG00000199352
	RNA5S2	ENSG00000201588
	RNA5S3	ENSG00000199337
n-R5s104	RNA5S4	ENSG00000200381
	RNA5S5	ENSG00000199396
	RNA5S6	ENSG00000200624
	RNA5S7	ENSG00000202521
	TBX5-AS1	ENSG00000255399
	RNA5S8	ENSG00000200343
n-R5s136	RNA5S9	ENSG00000201321
n-R5s117	RNA5S10	ENSG00000199910
